"Prioritization","contact_tracing_frac","replication","inf_p_shift","contact_tracing_contact_selection_frac","n_days_contact_tracing_isolation","n_infected","n_icu","n_contacts_traced","n_times_contact_tracing","n_times_contact_traced"
"Old",0,"m336-old-0-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,5058,210,0,0,0
"Old",0.1,"m363-old-0.1-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,3075,100,281,51,230
"Random",0.1,"m39-random-0.1-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,1883,56,911,95,816
"Old",0.2,"m390-old-0.2-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,4091,162,1123,182,941
"Old",0.3,"m417-old-0.3-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,3212,135,2227,282,1945
"Old",0.4,"m444-old-0.4-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,1538,42,1361,170,1191
"Old",0.5,"m471-old-0.5-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,885,33,1074,119,955
"Young",0,"m498-young-0-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,4787,190,0,0,0
"Young",0.1,"m525-young-0.1-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,2887,120,618,72,546
"Young",0.2,"m552-young-0.2-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,2811,112,1591,159,1432
"Young",0.3,"m579-young-0.3-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,1222,49,1237,126,1111
"Young",0.4,"m606-young-0.4-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,1251,58,1482,149,1333
"Young",0.5,"m633-young-0.5-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,721,39,869,87,782
"Random",0.2,"m66-random-0.2-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,2669,104,2335,256,2079
"Age",0,"m660-age-0-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,4156,152,0,0,0
"Age",0.1,"m687-age-0.1-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,2447,116,638,73,565
"Age",0.2,"m714-age-0.2-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,1040,47,666,67,599
"Age",0.3,"m741-age-0.3-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,766,33,522,57,465
"Age",0.4,"m768-age-0.4-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,791,33,873,94,779
"Age",0.5,"m795-age-0.5-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,543,22,451,51,400
"HH",0,"m822-household_size-0-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,4216,175,0,0,0
"HH",0.1,"m849-household_size-0.1-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,3262,129,888,78,810
"HH",0.2,"m876-household_size-0.2-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,1437,75,753,69,684
"HH",0.3,"m903-household_size-0.3-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,986,40,728,66,662
"Random",0.3,"m93-random-0.3-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,1295,50,1291,143,1148
"HH",0.4,"m930-household_size-0.4-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,735,31,512,50,462
"HH",0.5,"m957-household_size-0.5-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,632,32,550,58,492
"Inc. emp.",0,"m984-inc_rank_emp-0-individuals-weight-0.8-ill_symptomatic-10--0.05",-0.05,0.8,10,3865,149,0,0,0
"Inc. emp.",0.1,"m1012-inc_rank_emp-0.1-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,5380,194,2124,209,1915
"Inc. emp.",0.2,"m1039-inc_rank_emp-0.2-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,2235,83,2156,204,1952
"Inc. emp.",0.3,"m1066-inc_rank_emp-0.3-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,1993,76,2479,244,2235
"Inc. emp.",0.4,"m1093-inc_rank_emp-0.4-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,1079,56,1363,137,1226
"Inc. emp.",0.5,"m1120-inc_rank_emp-0.5-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,663,35,570,60,510
"Inc. sim.",0,"m1147-inc_rank_sim-0-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,9531,397,0,0,0
"Inc. sim.",0.1,"m1174-inc_rank_sim-0.1-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,7925,327,2272,270,2002
"Inc. sim.",0.2,"m1201-inc_rank_sim-0.2-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,2643,126,2152,200,1952
"Random",0.4,"m121-random-0.4-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,1352,67,1768,190,1578
"Inc. sim.",0.3,"m1228-inc_rank_sim-0.3-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,1354,49,1692,170,1522
"Inc. sim.",0.4,"m1255-inc_rank_sim-0.4-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,1152,53,1550,165,1385
"Inc. sim.",0.5,"m1282-inc_rank_sim-0.5-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,825,47,902,90,812
"Random",0,"m13-random-0-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,8697,345,0,0,0
"Random",0.5,"m148-random-0.5-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,926,35,1132,123,1009
"Age+HH",0,"m175-super-spreaders-0-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,8171,319,0,0,0
"Age+HH",0.1,"m202-super-spreaders-0.1-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,5768,245,2539,244,2295
"Age+HH",0.2,"m229-super-spreaders-0.2-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,1990,108,1657,151,1506
"Age+HH",0.3,"m256-super-spreaders-0.3-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,896,48,1074,102,972
"Age+HH",0.4,"m283-super-spreaders-0.4-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,862,37,975,98,877
"Age+HH",0.5,"m310-super-spreaders-0.5-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,633,27,664,69,595
"Old",0,"m337-old-0-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,9866,374,0,0,0
"Old",0.1,"m364-old-0.1-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,9449,350,1309,220,1089
"Old",0.2,"m391-old-0.2-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,7806,296,2237,356,1881
"Random",0.1,"m40-random-0.1-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,5841,225,2771,306,2465
"Old",0.3,"m418-old-0.3-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,5143,193,3480,465,3015
"Old",0.4,"m445-old-0.4-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,2509,93,2724,320,2404
"Old",0.5,"m472-old-0.5-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,1470,64,1957,233,1724
"Young",0,"m499-young-0-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,10723,421,0,0,0
"Young",0.1,"m526-young-0.1-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,8598,323,2067,237,1830
"Young",0.2,"m553-young-0.2-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,5788,236,3764,387,3377
"Young",0.3,"m580-young-0.3-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,2654,122,3041,311,2730
"Young",0.4,"m607-young-0.4-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,1449,63,1979,202,1777
"Young",0.5,"m634-young-0.5-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,1315,50,2008,198,1810
"Age",0,"m661-age-0-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,9860,397,0,0,0
"Random",0.2,"m67-random-0.2-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,2768,107,2300,241,2059
"Age",0.1,"m688-age-0.1-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,7773,304,2295,296,1999
"Age",0.2,"m715-age-0.2-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,2172,84,1742,171,1571
"Age",0.3,"m742-age-0.3-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,1328,54,1910,184,1726
"Age",0.4,"m769-age-0.4-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,1245,63,1693,176,1517
"Age",0.5,"m796-age-0.5-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,749,37,807,86,721
"HH",0,"m823-household_size-0-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,8375,352,0,0,0
"HH",0.1,"m850-household_size-0.1-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,4878,228,1956,174,1782
"HH",0.2,"m877-household_size-0.2-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,3345,135,2015,186,1829
"HH",0.3,"m904-household_size-0.3-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,1759,76,1540,143,1397
"HH",0.4,"m931-household_size-0.4-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,1009,47,1015,98,917
"Random",0.3,"m94-random-0.3-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,2000,73,2218,250,1968
"HH",0.5,"m958-household_size-0.5-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,826,43,965,95,870
"Inc. emp.",0,"m985-inc_rank_emp-0-individuals-weight-0.8-ill_symptomatic-10-0.0",0,0.8,10,9615,350,0,0,0
"Inc. emp.",0.1,"m1013-inc_rank_emp-0.1-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,8973,324,3448,347,3101
"Inc. emp.",0.2,"m1040-inc_rank_emp-0.2-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,3628,136,3903,377,3526
"Inc. emp.",0.3,"m1067-inc_rank_emp-0.3-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,3198,137,4035,416,3619
"Inc. emp.",0.4,"m1094-inc_rank_emp-0.4-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,1583,66,2082,204,1878
"Inc. emp.",0.5,"m1121-inc_rank_emp-0.5-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,1083,45,1520,151,1369
"Inc. sim.",0,"m1148-inc_rank_sim-0-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,20360,813,0,0,0
"Inc. sim.",0.1,"m1175-inc_rank_sim-0.1-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,14564,582,4420,549,3871
"Inc. sim.",0.2,"m1202-inc_rank_sim-0.2-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,3776,159,3306,307,2999
"Random",0.4,"m122-random-0.4-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,2511,115,3639,394,3245
"Inc. sim.",0.3,"m1229-inc_rank_sim-0.3-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,1688,65,2417,242,2175
"Inc. sim.",0.4,"m1256-inc_rank_sim-0.4-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,1401,61,2132,216,1916
"Inc. sim.",0.5,"m1283-inc_rank_sim-0.5-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,746,35,792,84,708
"Random",0,"m14-random-0-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,17582,648,0,0,0
"Random",0.5,"m149-random-0.5-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,2112,86,3685,405,3280
"Age+HH",0,"m176-super-spreaders-0-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,20674,857,0,0,0
"Age+HH",0.1,"m203-super-spreaders-0.1-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,8422,336,4145,391,3754
"Age+HH",0.2,"m230-super-spreaders-0.2-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,2991,128,2750,265,2485
"Age+HH",0.3,"m257-super-spreaders-0.3-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,1529,69,2141,206,1935
"Age+HH",0.4,"m284-super-spreaders-0.4-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,1106,51,1501,150,1351
"Age+HH",0.5,"m311-super-spreaders-0.5-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,878,36,1023,108,915
"Old",0,"m338-old-0-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,20866,824,0,0,0
"Old",0.1,"m365-old-0.1-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,16961,677,2425,400,2025
"Old",0.2,"m392-old-0.2-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,13824,531,4143,669,3474
"Random",0.1,"m41-random-0.1-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,12787,536,6533,709,5824
"Old",0.3,"m419-old-0.3-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,9563,355,6596,890,5706
"Old",0.4,"m446-old-0.4-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,3862,134,4401,530,3871
"Old",0.5,"m473-old-0.5-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,2422,85,3714,430,3284
"Young",0,"m500-young-0-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,20721,820,0,0,0
"Young",0.1,"m527-young-0.1-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,19613,784,4246,496,3750
"Young",0.2,"m554-young-0.2-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,10599,429,6621,681,5940
"Young",0.3,"m581-young-0.3-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,4928,229,5414,566,4848
"Young",0.4,"m608-young-0.4-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,1807,75,2535,267,2268
"Young",0.5,"m635-young-0.5-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,1799,85,2899,290,2609
"Age",0,"m662-age-0-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,18270,747,0,0,0
"Random",0.2,"m68-random-0.2-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,5096,215,4776,519,4257
"Age",0.1,"m689-age-0.1-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,13286,539,3729,446,3283
"Age",0.2,"m716-age-0.2-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,3810,150,3625,345,3280
"Age",0.3,"m743-age-0.3-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,2055,87,2848,295,2553
"Age",0.4,"m770-age-0.4-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,1570,66,2344,237,2107
"Age",0.5,"m797-age-0.5-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,716,18,807,85,722
"HH",0,"m824-household_size-0-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,23397,953,0,0,0
"HH",0.1,"m851-household_size-0.1-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,12018,465,4081,363,3718
"HH",0.2,"m878-household_size-0.2-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,7522,325,4491,423,4068
"HH",0.3,"m905-household_size-0.3-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,2321,106,2325,226,2099
"HH",0.4,"m932-household_size-0.4-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,1851,89,2025,195,1830
"Random",0.3,"m95-random-0.3-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,4206,163,5026,544,4482
"HH",0.5,"m959-household_size-0.5-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,1054,44,1388,135,1253
"Inc. emp.",0,"m986-inc_rank_emp-0-individuals-weight-0.8-ill_symptomatic-10-0.05",0.05,0.8,10,17575,751,0,0,0
"Random",0.3,"m102-random-0.3-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,1184,42,1479,130,1349
"Inc. emp.",0.1,"m1020-inc_rank_emp-0.1-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,3396,137,1396,116,1280
"Inc. emp.",0.2,"m1047-inc_rank_emp-0.2-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,1475,61,1802,139,1663
"Inc. emp.",0.3,"m1074-inc_rank_emp-0.3-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,982,40,952,81,871
"Inc. emp.",0.4,"m1101-inc_rank_emp-0.4-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,735,31,694,59,635
"Inc. emp.",0.5,"m1128-inc_rank_emp-0.5-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,520,16,524,48,476
"Inc. sim.",0,"m1155-inc_rank_sim-0-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,4592,200,0,0,0
"Inc. sim.",0.1,"m1182-inc_rank_sim-0.1-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,3299,127,1328,128,1200
"Inc. sim.",0.2,"m1209-inc_rank_sim-0.2-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,1429,51,1182,91,1091
"Inc. sim.",0.3,"m1236-inc_rank_sim-0.3-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,824,32,1083,91,992
"Inc. sim.",0.4,"m1263-inc_rank_sim-0.4-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,721,43,824,78,746
"Random",0.4,"m129-random-0.4-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,1298,54,1962,175,1787
"Inc. sim.",0.5,"m1290-inc_rank_sim-0.5-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,594,22,612,51,561
"Random",0.5,"m156-random-0.5-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,748,28,1064,96,968
"Age+HH",0,"m183-super-spreaders-0-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,4393,179,0,0,0
"Random",0,"m21-random-0-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,6130,237,0,0,0
"Age+HH",0.1,"m210-super-spreaders-0.1-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,1621,58,901,70,831
"Age+HH",0.2,"m237-super-spreaders-0.2-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,1052,44,1124,85,1039
"Age+HH",0.3,"m264-super-spreaders-0.3-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,834,43,1035,81,954
"Age+HH",0.4,"m291-super-spreaders-0.4-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,556,25,675,52,623
"Age+HH",0.5,"m318-super-spreaders-0.5-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,520,24,555,50,505
"Old",0,"m345-old-0-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,4079,182,0,0,0
"Old",0.1,"m372-old-0.1-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,4525,161,702,95,607
"Old",0.2,"m399-old-0.2-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,2921,100,880,114,766
"Old",0.3,"m426-old-0.3-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,2227,79,1578,163,1415
"Old",0.4,"m453-old-0.4-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,1030,35,992,97,895
"Random",0.1,"m48-random-0.1-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,2221,91,1202,108,1094
"Old",0.5,"m480-old-0.5-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,1249,52,2081,185,1896
"Young",0,"m507-young-0-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,3758,150,0,0,0
"Young",0.1,"m534-young-0.1-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,4269,185,938,92,846
"Young",0.2,"m561-young-0.2-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,2716,106,2116,162,1954
"Young",0.3,"m588-young-0.3-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,1427,66,1819,148,1671
"Young",0.4,"m615-young-0.4-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,872,40,1306,103,1203
"Young",0.5,"m642-young-0.5-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,869,28,1368,103,1265
"Age",0,"m669-age-0-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,4990,221,0,0,0
"Age",0.1,"m696-age-0.1-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,3049,118,1113,111,1002
"Age",0.2,"m723-age-0.2-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,1479,62,1058,90,968
"Random",0.2,"m75-random-0.2-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,1593,64,1315,125,1190
"Age",0.3,"m750-age-0.3-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,696,42,872,70,802
"Age",0.4,"m777-age-0.4-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,668,28,750,63,687
"Age",0.5,"m804-age-0.5-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,555,23,728,58,670
"HH",0,"m831-household_size-0-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,4159,158,0,0,0
"HH",0.1,"m858-household_size-0.1-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,2270,111,828,56,772
"HH",0.2,"m885-household_size-0.2-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,1618,79,977,77,900
"HH",0.3,"m912-household_size-0.3-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,1065,57,1029,81,948
"HH",0.4,"m939-household_size-0.4-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,1118,59,1365,107,1258
"HH",0.5,"m966-household_size-0.5-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,670,33,747,61,686
"Inc. emp.",0,"m993-inc_rank_emp-0-individuals-weight-1-ill_symptomatic-10--0.05",-0.05,1,10,4812,192,0,0,0
"Inc. emp.",0.1,"m1021-inc_rank_emp-0.1-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,6500,262,2801,217,2584
"Random",0.3,"m103-random-0.3-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,2727,97,3967,352,3615
"Inc. emp.",0.2,"m1048-inc_rank_emp-0.2-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,2772,120,3859,294,3565
"Inc. emp.",0.3,"m1075-inc_rank_emp-0.3-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,2607,115,3905,320,3585
"Inc. emp.",0.4,"m1102-inc_rank_emp-0.4-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,1154,47,1640,131,1509
"Inc. emp.",0.5,"m1129-inc_rank_emp-0.5-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,750,36,748,63,685
"Inc. sim.",0,"m1156-inc_rank_sim-0-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,7810,295,0,0,0
"Inc. sim.",0.1,"m1183-inc_rank_sim-0.1-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,7563,291,2535,259,2276
"Inc. sim.",0.2,"m1210-inc_rank_sim-0.2-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,2049,79,2234,175,2059
"Inc. sim.",0.3,"m1237-inc_rank_sim-0.3-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,1006,45,1450,123,1327
"Inc. sim.",0.4,"m1264-inc_rank_sim-0.4-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,1112,55,1799,148,1651
"Inc. sim.",0.5,"m1291-inc_rank_sim-0.5-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,743,24,1019,87,932
"Random",0.4,"m130-random-0.4-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,1250,62,2050,187,1863
"Random",0.5,"m157-random-0.5-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,1040,43,1698,161,1537
"Age+HH",0,"m184-super-spreaders-0-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,9020,351,0,0,0
"Age+HH",0.1,"m211-super-spreaders-0.1-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,3755,155,2298,172,2126
"Random",0,"m22-random-0-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,10360,409,0,0,0
"Age+HH",0.2,"m238-super-spreaders-0.2-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,1530,64,1774,129,1645
"Age+HH",0.3,"m265-super-spreaders-0.3-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,1004,42,1509,126,1383
"Age+HH",0.4,"m292-super-spreaders-0.4-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,726,31,921,81,840
"Age+HH",0.5,"m319-super-spreaders-0.5-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,770,29,1250,106,1144
"Old",0,"m346-old-0-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,12073,462,0,0,0
"Old",0.1,"m373-old-0.1-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,8280,335,1364,192,1172
"Old",0.2,"m400-old-0.2-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,7772,269,2271,294,1977
"Old",0.3,"m427-old-0.3-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,5385,183,4291,464,3827
"Old",0.4,"m454-old-0.4-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,2529,87,3536,341,3195
"Old",0.5,"m481-old-0.5-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,1712,74,2941,274,2667
"Random",0.1,"m49-random-0.1-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,5035,193,2878,258,2620
"Young",0,"m508-young-0-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,12071,457,0,0,0
"Young",0.1,"m535-young-0.1-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,8168,327,2175,205,1970
"Young",0.2,"m562-young-0.2-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,5286,234,4632,370,4262
"Young",0.3,"m589-young-0.3-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,3150,110,4533,369,4164
"Young",0.4,"m616-young-0.4-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,1654,60,2795,226,2569
